No_Wj,Author,Title,Site,CUE,PFT,PFT,Latitude,longitude,tmp(℃),pre (mm),Substrate,Chemical formula,γs,Substrate,Substrate,Amount (ug),note,Incubation Time (day/h),Temperature(℃),Method,Other treatment,subtreatment,Soil horizon(cm),pH,C/N,CUE%,Error,Data location,Calculation method
426,,,Waite Agricultural Research Institute in South Australia,0.59 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,,25,,,,0-5,5.90 ,,,,,
427,,,Waite Agricultural Research Institute in South Australia,0.56 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,18h,25,,,,0-5,5.90 ,,,,,
428,,,Waite Agricultural Research Institute in South Australia,0.51 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,18h,25,,,,0-5,5.90 ,,,,,
429,,,Waite Agricultural Research Institute in South Australia,0.68 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,,25,,,,0-5,5.90 ,,,,,
430,,,Waite Agricultural Research Institute in South Australia,0.46 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,12h,25,,,,0-5,5.90 ,,,,,
431,,,Waite Agricultural Research Institute in South Australia,0.27 ,12,Croplands,-34.97 ,138.64 ,15.73 ,635.00 ,glucose,,4.00 ,glucose,glucose,,,12h,25,,,,0-5,5.90 ,,,,,
432,Shannon B. Hagerty，Kees Jan van Groenigen，2014,Accelerated microbial turnover but constant growth efficiency with warming in soil,"the Marcell Experimental Forest, Minnesota",0.73 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,5.00 ,,,,,,,,,,
433,,,"the Marcell Experimental Forest, Minnesota",0.72 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,10.00 ,,,,,,,,,,
434,,,"the Marcell Experimental Forest, Minnesota",0.73 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,15.00 ,,,,,,,,,,
435,,,"the Marcell Experimental Forest, Minnesota",0.71 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,20.00 ,,,,,,,,,,
436,,,"the Marcell Experimental Forest, Minnesota",0.71 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,5.00 ,,,,,,,,,,
437,,,"the Marcell Experimental Forest, Minnesota",0.71 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,10.00 ,,,,,,,,,,
438,,,"the Marcell Experimental Forest, Minnesota",0.71 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,15.00 ,,,,,,,,,,
439,,,"the Marcell Experimental Forest, Minnesota",0.72 ,12,Croplands,47.52 ,-93.46 ,2.98 ,683.00 ,"glucose,pyruvate",,,glucose,glucose+ C,,,,20.00 ,,,,,,,,,,
440,"Paul Dijkstra,Jacob J. Dalder,2011","Modeling soil metabolic processes using isotopologue pairs of position-specific
13C-labeled glucose and pyruvate",piñon-juniper woodland at a site near Sunset Crater,0.72 ,12,Croplands,39.87 ,-111.42 ,11.00 ,340.00 ,sodium pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-10cm;A-horizon,,,,,,
441,,,piñon-juniper woodland at a site near Sunset Crater,0.72 ,12,Croplands,39.87 ,-111.42 ,11.00 ,340.00 ,sodium pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-10cm;A-horizon,,,,,,
442,,,piñon-juniper woodland at a site near Sunset Crater,0.73 ,12,Croplands,39.87 ,-111.42 ,11.00 ,340.00 ,sodium pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-10cm;A-horizon,,,,,,
443,Kees Jan van Groenigen，Dermot Forristal，2013,Using metabolic tracer techniques to assess the impact of tillage and straw management on microbial carbon use efficiency in soil,"Teagasc Crops Research Centre near Carlow, Ireland",0.76 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,straw incorporation+pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-15,6.00 ,,,,,
444,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.77 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,straw incorporation+pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,15-30,6.00 ,,,,,
445,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.77 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-15,6.00 ,,,,,
446,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.78 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,15-30,6.00 ,,,,,
447,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.78 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,straw incorporation+pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-15,6.00 ,,,,,
448,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.77 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,straw incorporation+pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,15-30,6.00 ,,,,,
449,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.76 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,0-15,6.00 ,,,,,
450,,,"Teagasc Crops Research Centre near Carlow, Ireland",0.77 ,12,Croplands,52.86 ,-6.91 ,9.40 ,824.00 ,pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,15-30,6.00 ,,,,,
451,Paul Dijkstra，Elena Salpas，2015,"High carbon use efficiency in soil microbial communities is related to balanced growth, not storage compound synthesis","C. Hart Merriam Elevation Gradient near Flagstaff, Arizona",0.90 ,1,Needleleaf Forest,35.20 ,-111.65 ,9.00 ,520.00 ,glycogen synthesis,,,glucose,glucose+ C,,,,21.00 ,,,,0-10,,,,,,
452,,,"C. Hart Merriam Elevation Gradient near Flagstaff, Arizona",0.90 ,1,Needleleaf Forest,35.20 ,-111.65 ,9.00 ,520.00 ,glycogen synthesis,,,glucose,glucose+ C,,,,21.00 ,,,,0-10,,,,,,
453,,,"C. Hart Merriam Elevation Gradient near Flagstaff, Arizona",0.68 ,1,Needleleaf Forest,35.20 ,-111.65 ,9.00 ,520.00 ,tri-palmitoyl-glycerol synthesis,,,high-molecular compound,high-molecular compound,,,,21.00 ,,,,0-10,,,,,,
454,,,"C. Hart Merriam Elevation Gradient near Flagstaff, Arizona",0.57 ,1,Needleleaf Forest,35.20 ,-111.65 ,9.00 ,520.00 ,tri-palmitoyl-glycerol synthesis,,,high-molecular compound,high-molecular compound,,,,21.00 ,,,,0-10,,,,,,
455,,,"C. Hart Merriam Elevation Gradient near Flagstaff, Arizona",0.67 ,1,Needleleaf Forest,35.20 ,-111.65 ,9.00 ,520.00 ,polyhydroxybutyrate synthesis,,,high-molecular compound,high-molecular compound,,,,21.00 ,,,,0-10,,,,,,
456,,,"C. Hart Merriam Elevation Gradient near Flagstaff, Arizona",0.56 ,1,Needleleaf Forest,35.20 ,-111.65 ,9.00 ,520.00 ,polyhydroxybutyrate synthesis,,,high-molecular compound,high-molecular compound,,,,21.00 ,,,,0-10,,,,,,
457,"Paul Dijkstra,Scott C. Thomas,2011","Effect of temperature on metabolic activity of intact microbial communities:
Evidence for altered metabolic pathway activity but not for increased
maintenance respiration and reduced carbon use efficiency",,0.73 ,1,Needleleaf Forest,35.42 ,-111.67 ,6.08 ,549.00 ,pyruvate+glucose ,,,glucose,glucose+ C,,,,4.00 ,,,,,6.00 ,,,,,
458,,,,0.75 ,1,Needleleaf Forest,35.42 ,-111.67 ,6.08 ,549.00 ,pyruvate+glucose ,,,glucose,glucose+ C,,,,20.00 ,,,,,6.00 ,,,,,
459,"STEPHEN C. HART,G. E. NASON,1994","DYNAMICS OF GROSS NITROGEN TRANSFORMATIONS IN
AN OLD-GROWTH FOREST: THE CARBON CONNECTION","the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.54 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,1.5d,25,,,,0-15 ,5.40 ,26.80 ,,,,
460,,,"the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.60 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,5.3d,25,,,,0-15 ,5.40 ,26.80 ,,,,
461,,,"the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.50 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,22.3d,25,,,,0-15,5.40 ,26.80 ,,,,
462,,,"the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.50 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,51.3d,25,,,,0-15,5.40 ,26.80 ,,,,
463,,,"the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.24 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,101.2d,25,,,,0-15,5.40 ,26.80 ,,,,
464,,,"the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.16 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,210.1d,25,,,,0-15,5.40 ,26.80 ,,,,
465,,,"the H. J. Andrews Experimental
Forest, in the central Oregon Cascade
mountains",0.14 ,1,Needleleaf Forest,44.23 ,-122.18 ,8.53 ,2500.00 ,,,,,,,,456.5d,25,,,,0-15,5.40 ,26.80 ,,,,
466,"C. M. G1LMOUR,J. T. GILMOUR,1985",Assimilation of carbon by the soil biomass,"Main Experiment Station,Fayetteville, Arkansas",0.83 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,Glucose,,4.00 ,glucose,glucose,250mg,,0~8h,24.00 ,,,,,,13.20 ,,,,
467,,,"Main Experiment Station,Fayetteville, Arkansas",0.43 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,Glucose,,4.00 ,glucose,glucose,250mg,,8~44h,24.00 ,,,,,,13.20 ,,,,
468,,,"Main Experiment Station,Fayetteville, Arkansas",0.59 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,Glucose,,4.00 ,glucose,glucose,250mg,,0~44h,24.00 ,,,,,,13.20 ,,,,
469,,,"Main Experiment Station,Fayetteville, Arkansas",0.83 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,Glucose;N as NH4NO3,,,glucose,glucose+ N,Glucose:250mg;10mg N as NH4NO3,,0~8h,24.00 ,,,,,,11.00 ,,,,
470,,,"Main Experiment Station,Fayetteville, Arkansas",0.41 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,Glucose;N as NH4NO3,,,glucose,glucose+ N,Glucose:250mg;10mg N as NH4NO3,,8~44h,24.00 ,,,,,,11.00 ,,,,
471,,,"Main Experiment Station,Fayetteville, Arkansas",0.49 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,Glucose;N as NH4NO3,,,glucose,glucose+ N,Glucose:250mg;10mg N as NH4NO3,,0~44h,24.00 ,,,,,,11.00 ,,,,
472,,,"Main Experiment Station,Fayetteville, Arkansas",0.76 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,ground alfalfa,,,high-molecular compound,residue,1.29g,,0~8h,24.00 ,,,,,,12.10 ,,,,
473,,,"Main Experiment Station,Fayetteville, Arkansas",0.41 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,ground alfalfa,,,high-molecular compound,residue,1.29g,,8~44h,24.00 ,,,,,,12.10 ,,,,
474,,,"Main Experiment Station,Fayetteville, Arkansas",0.46 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,ground alfalfa,,,high-molecular compound,residue,1.29g,,0~44h,24.00 ,,,,,,12.10 ,,,,
475,,,"Main Experiment Station,Fayetteville, Arkansas",0.26 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,ground corn leaves,,,high-molecular compound,residue,6.9g,,0~8h,24.00 ,,,,,,28.30 ,,,,
476,,,"Main Experiment Station,Fayetteville, Arkansas",0.41 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,ground corn leaves,,,high-molecular compound,residue,6.9g,,8~44h,24.00 ,,,,,,28.30 ,,,,
477,,,"Main Experiment Station,Fayetteville, Arkansas",0.39 ,5,Mixed Forests,36.06 ,-94.16 ,13.86 ,1151.00 ,ground corn leaves,,,high-molecular compound,residue,6.9g,,0~44h,24.00 ,,,,,,28.30 ,,,,
478,"J. A. SHIELDS, E. A. PAUL,1973",TURNOVER OF MICROBIAL TISSUE IN SOIL UNDER FIELD CONDITIONS,the Brown and Gray Wooded soil zones of Saskatchewan,0.28 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,3d,,,,,,7.20 ,,,,,
479,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.22 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,5d,,,,,,7.20 ,,,,,
480,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.51 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,7d,,,,,,7.20 ,,,,,
481,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.11 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,9d,,,,,,7.20 ,,,,,
482,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.08 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,11d,,,,,,7.20 ,,,,,
483,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.18 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,25d,,,,,,7.20 ,,,,,
484,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.51 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,37d,,,,,,7.20 ,,,,,
485,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.46 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,42d,,,,,,7.20 ,,,,,
486,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.74 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,46d,,,,,,7.20 ,,,,,
487,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.77 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,56d,,,,,,7.20 ,,,,,
488,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.34 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,87d,,,,,,7.20 ,,,,,
489,,,the Brown and Gray Wooded soil zones of Saskatchewan,0.00 ,12,Croplands,54.42 ,-105.89 ,-0.90 ,490.00 ,labelled 14C-glucose:,,4.00 ,glucose,glucose,937ug C/g soil,,104d,,,,,,7.20 ,,,,,
490,"J. N. LADD,L.JOCTEUR-MONROZIER,1992",CARBON TURNOVER AND NITROGEN TRANSFORMATIONS IN AN ALFISOL AND VERTISOL AMENDED WITH [U-14C] GLUCOSE AND [15N] AMMONIUM SULFATE," at Northfield, South Australia;",0.77 ,10,Grasslands,-34.86 ,138.62 ,16.30 ,552.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,1d,25.00 ,,,,0-10,,,,,,
491,,," at Northfield, South Australia;",0.71 ,10,Grasslands,-34.86 ,138.62 ,16.30 ,552.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,2d,25.00 ,,,,0-10,,,,,,
492,,," at Northfield, South Australia;",0.68 ,10,Grasslands,-34.86 ,138.62 ,16.30 ,552.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,3d,25.00 ,,,,0-10,,,,,,
493,,," at Northfield, South Australia;",0.66 ,10,Grasslands,-34.86 ,138.62 ,16.30 ,552.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,4d,25.00 ,,,,0-10,,,,,,
494,,," at Northfield, South Australia;",0.48 ,10,Grasslands,-34.86 ,138.62 ,16.30 ,552.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,112d,25.00 ,,,,0-10,,,,,,
495,,,"Kapunda, South Australia;",0.69 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,1d,25.00 ,,,,0-10,,,,,,
496,,,"Kapunda, South Australia;",0.55 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,2d,25.00 ,,,,0-10,,,,,,
497,,,"Kapunda, South Australia;",0.50 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,3d,25.00 ,,,,0-10,,,,,,
498,,,"Kapunda, South Australia;",0.49 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,4d,25.00 ,,,,0-10,,,,,,
499,,,"Kapunda, South Australia;",0.29 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,112d,25.00 ,,,,0-10,,,,,,
500,,,"Kapunda, South Australia;",0.90 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,1d,25.00 ,,,,30-50,,,,,,
501,,,"Kapunda, South Australia;",0.79 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,2d,25.00 ,,,,30-50,,,,,,
502,,,"Kapunda, South Australia;",0.83 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,3d,25.00 ,,,,30-50,,,,,,
503,,,"Kapunda, South Australia;",0.84 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,4d,25.00 ,,,,30-50,,,,,,
504,,,"Kapunda, South Australia;",0.61 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,6d,25.00 ,,,,30-50,,,,,,
505,,,"Kapunda, South Australia;",0.53 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,8d,25.00 ,,,,30-50,,,,,,
506,,,"Kapunda, South Australia;",0.50 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,10d,25.00 ,,,,30-50,,,,,,
507,,,"Kapunda, South Australia;",0.36 ,12,Croplands,-34.34 ,138.92 ,15.27 ,489.00 ,[U-14C]glucose;15N(NH4)2SO4,,,glucose,glucose+ N,[U-14C]glucose：1000ugC/g soil;;15N(NH4)2SO4:35.6ugN/g soil,,112d,25.00 ,,,,30-50,,,,,,
508,"E. T. ELLIOTT, C. V. COLE,1983","SHORT-TERM BACTERIAL GROWTH, NUTRIENT UPTAKE,AND ATP TURNOVER IN STERILIZED, INOCULATED AND C-AMENDED SOIL THE INFLUENCE OF N AVAILABILITY",in a shortgrass prairie in northeastern Colorado,0.58 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose;(NH4)2SO4,,,glucose,glucose+ N,glucose 700ugC/g soil;Nitrogen (70 ug N /g soil as(NH4)2SO4),,39.5h,25.00 ,,,,,,,,,,
509,,,in a shortgrass prairie in northeastern Colorado,0.60 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose ,,4.00 ,glucose,glucose,glucose 700ugC/g soil;,,39.5h,25.00 ,,,,,,,,,,
510,,,in a shortgrass prairie in northeastern Colorado,0.41 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose;(NH4)2SO4,,,glucose,glucose+ N,glucose 700ugC/g soil;Nitrogen (70 ug N /g soil as(NH4)2SO4),,63.5h,25.00 ,,,,,,,,,,
511,,,in a shortgrass prairie in northeastern Colorado,0.38 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose ,,4.00 ,glucose,glucose,glucose 700ugC/g soil;,,63.5h,25.00 ,,,,,,,,,,
512,,,in a shortgrass prairie in northeastern Colorado,0.68 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose;(NH4)2SO4,,,glucose,glucose+ N,glucose 700ugC/g soil;Nitrogen (70 ug N /g soil as(NH4)2SO4),,15.5h,25.00 ,,,,,,,,,,
513,,,in a shortgrass prairie in northeastern Colorado,0.63 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose ,,4.00 ,glucose,glucose,glucose 700ugC/g soil;,,15.5h,25.00 ,,,,,,,,,,
514,,,in a shortgrass prairie in northeastern Colorado,0.48 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose;(NH4)2SO4,,,glucose,glucose+ N,glucose 700ugC/g soil;Nitrogen (70 ug N /g soil as(NH4)2SO4),,39.5h,25.00 ,,,,,,,,,,
515,,,in a shortgrass prairie in northeastern Colorado,0.39 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose ,,4.00 ,glucose,glucose,glucose 700ugC/g soil;,,39.5h,25.00 ,,,,,,,,,,
516,,,in a shortgrass prairie in northeastern Colorado,0.34 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose;(NH4)2SO4,,,glucose,glucose+ N,glucose 700ugC/g soil;Nitrogen (70 ug N /g soil as(NH4)2SO4),,63.5h,25.00 ,,,,,,,,,,
517,,,in a shortgrass prairie in northeastern Colorado,0.31 ,10,Grasslands,39.55 ,-105.78 ,-1.74 ,727.00 ,glucose ,,4.00 ,glucose,glucose,glucose 700ugC/g soil;,,63.5h,25.00 ,,,,,,,,,,
518,"Patrick M. Herron,John M. Stark,2009","Microbial growth efficiencies across a soil moisture gradient assessed
using 13C-acetic acid vapor and 15N-ammonia gas","Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.24 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,15NH3,,,inorganic,inorganic N,,,,,,,,,7.05 ,,,,,
519,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.64 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,15NH3,,,inorganic,inorganic N,,,,,,,,,7.05 ,,,,,
520,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.59 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,15NH3,,,inorganic,inorganic N,,,,,,,,,7.05 ,,,,,
521,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.54 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,15NH3,,,inorganic,inorganic N,,,,,,,,,7.05 ,,,,,
522,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.58 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,15NH3,,,inorganic,inorganic N,,,,,,,,,7.05 ,,,,,
523,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.63 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,13C-acetic acid,,4.00 ,organic acid,other organic acid,,,,,,,,,7.05 ,,,,,
524,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.47 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,13C-acetic acid,,4.00 ,organic acid,other organic acid,,,,,,,,,7.05 ,,,,,
525,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.48 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,13C-acetic acid,,4.00 ,organic acid,other organic acid,,,,,,,,,7.05 ,,,,,
526,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.46 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,13C-acetic acid,,4.00 ,organic acid,other organic acid,,,,,,,,,7.05 ,,,,,
527,,,"Upper
Sage Creek Springs,east of
Laketown, UT, USA",0.46 ,10,Grasslands,41.80 ,-111.25 ,5.80 ,320.00 ,13C-acetic acid,,4.00 ,organic acid,other organic acid,,,,,,,,,7.05 ,,,,,
